resultId,raceId,driverId,teamId,grid,position,points,status,fastestLapTime,gapToWinnerSeconds
11038,202402,18,9,16,4,12,Finished,1:23.0,3.4
11039,202402,19,10,19,15,0,Finished,1:23.5,30.1
11040,202402,20,10,15,7,6,Finished,1:22.4,9.2
11041,202403,1,1,1,1,25,Finished,1:27.5,0.0
11042,202403,2,1,2,3,15,Finished,1:28.9,34.6
11043,202403,4,2,3,2,18,Finished,1:28.7,30.9
11044,202403,3,2,5,8,4,Finished,1:28.8,46.2
11045,202403,5,3,4,5,10,Finished,1:27.9,40.0
11046,202403,6,3,8,13,0,Finished,,71.5
11047,202403,7,4,15,,0,Engine,,
11048,202403,8,4,9,,0,Engine,1:29.3,
11049,202403,9,5,11,6,8,Finished,1:28.7,43.2
11050,202403,23,5,13,14,0,Finished,1:29.7,78.4
11051,202403,11,6,14,15,0,Finished,1:29.1,84.8
11052,202403,12,6,10,9,2,Finished,1:29.3,46.8
11053,202403,13,7,6,4,12,Finished,,35.8
11054,202403,14,7,7,7,6,Finished,1:28.4,45.7
11055,202403,15,8,16,16,0,Finished,1:29.3,86.4
11056,202403,16,8,18,12,0,Finished,1:29.1,66.1
11057,202403,17,9,17,17,0,Finished,1:29.4,88.6
11058,202403,18,9,20,11,0,Finished,1:28.6,65.7
11059,202403,19,10,19,18,0,Finished,1:30.5,99.6
11060,202403,20,10,12,10,1,Finished,1:28.8,62.6
11061,202404,1,1,1,,0,Suspension,,
11062,202404,2,1,2,5,10,Finished,1:22.3,40.2
11063,202404,4,2,4,10,1,Finished,1:23.5,52.1
11064,202404,3,2,3,1,25,Finished,1:21.9,0.0
11065,202404,5,3,7,13,0,Finished,1:22.6,62.1
11066,202404,6,3,6,2,18,Finished,1:22.5,21.1
11067,202404,7,4,8,7,6,Finished,1:23.5,49.2
11068,202404,8,4,5,15,0,Finished,1:23.8,64.8
11069,202404,9,5,13,14,0,Finished,1:22.6,63.1
11070,202404,23,5,10,16,0,Finished,1:24.0,73.8
11071,202404,11,6,16,19,0,Finished,1:24.0,103.6
11072,202404,12,6,15,4,12,Finished,1:22.0,34.0
11073,202404,13,7,11,3,15,Finished,1:22.3,22.2
11074,202404,14,7,14,6,8,Finished,1:23.2,45.5
11075,202404,15,8,12,12,0,Finished,1:23.3,61.3
11076,202404,16,8,17,8,4,Finished,1:22.4,49.3
11077,202404,17,9,19,9,2,Finished,1:23.2,51.5
11078,202404,18,9,18,17,0,Finished,1:22.8,83.1
11079,202404,19,10,20,18,0,Finished,1:23.6,86.0
11080,202404,20,10,9,11,0,Finished,1:22.5,54.8
11081,202405,1,1,1,1,25,Finished,1:32.7,0.0
11082,202405,2,1,2,8,4,Finished,1:33.2,34.4
11083,202405,4,2,4,6,8,Finished,1:32.8,25.3
11084,202405,3,2,3,5,10,Finished,1:33.2,25.2
11085,202405,5,3,10,9,2,Finished,,39.2
11086,202405,6,3,8,18,0,Finished,1:33.9,61.9
11087,202405,7,4,11,3,15,Finished,1:32.7,14.7
11088,202405,8,4,7,4,12,Finished,1:33.3,24.8
11089,202405,9,5,13,12,0,Finished,1:33.2,46.1
11090,202405,23,5,18,16,0,Finished,1:34.2,56.8
11091,202405,11,6,12,10,1,Finished,1:32.7,41.0
11092,202405,12,6,19,,0,Electrical,,
11093,202405,13,7,5,2,18,Finished,1:32.3,11.3
11094,202405,14,7,6,13,0,Finished,1:34.0,47.6
11095,202405,15,8,16,,0,Electrical,,
11096,202405,16,8,15,14,0,Finished,1:32.9,50.4
11097,202405,17,9,14,15,0,Finished,1:33.3,54.7
11098,202405,18,9,20,7,6,Finished,1:33.3,27.3
11099,202405,19,10,9,11,0,Finished,1:33.1,44.1
11100,202405,20,10,17,17,0,Finished,1:34.5,56.9
11101,202406,1,1,1,3,15,Finished,1:31.6,9.3
11102,202406,2,1,2,2,18,Finished,1:31.3,3.1
11103,202406,4,2,3,1,25,Finished,1:31.3,0.0
11104,202406,3,2,4,5,10,Finished,1:30.4,14.8
11105,202406,5,3,13,9,2,Finished,1:31.5,33.7
11106,202406,6,3,6,12,0,Finished,,36.0
11107,202406,7,4,5,6,8,Finished,,19.2
11108,202406,8,4,7,11,0,Finished,1:31.3,35.9
11109,202406,9,5,18,16,0,Finished,1:32.2,44.4
11110,202406,23,5,16,10,1,Finished,1:31.6,34.7
11111,202406,11,6,14,15,0,Finished,1:31.1,43.4
11112,202406,12,6,10,,0,Engine,1:31.6,
11113,202406,13,7,8,7,6,Finished,1:30.7,23.8
11114,202406,14,7,9,4,12,Finished,1:30.9,14.4
11115,202406,15,8,17,17,0,Finished,1:31.5,47.2
11116,202406,16,8,12,19,0,Finished,1:31.6,53.5
11117,202406,17,9,20,18,0,Finished,1:32.3,47.7
11118,202406,18,9,19,13,0,Finished,1:31.2,38.5
11119,202406,19,10,15,8,4,Finished,1:31.2,26.8
11120,202406,20,10,11,14,0,Finished,1:32.3,39.4
11121,202407,1,1,1,1,25,Finished,1:24.3,0.0
11122,202407,2,1,2,3,15,Finished,1:24.5,5.9
11123,202407,4,2,4,9,2,Finished,1:25.4,43.2
11124,202407,3,2,3,2,18,Finished,1:23.1,5.5
11125,202407,5,3,12,13,0,Finished,1:24.8,49.7
11126,202407,6,3,6,11,0,Finished,1:24.5,47.5
11127,202407,7,4,9,8,4,Finished,1:25.4,42.3
11128,202407,8,4,5,16,0,Finished,1:25.0,56.1
11129,202407,9,5,17,18,0,Finished,1:25.5,59.7
11130,202407,23,5,10,5,10,Finished,1:24.9,30.9
11131,202407,11,6,16,6,8,Finished,1:24.7,35.9
11132,202407,12,6,11,7,6,Finished,1:25.1,39.4
11133,202407,13,7,7,17,0,Finished,1:25.5,56.8
11134,202407,14,7,8,4,12,Finished,1:23.7,23.0
11135,202407,15,8,15,10,1,Finished,1:25.0,44.7
11136,202407,16,8,14,12,0,Finished,1:25.4,49.2
11137,202407,17,9,19,19,0,Finished,1:24.8,67.4
11138,202407,18,9,18,15,0,Finished,1:25.2,55.6
11139,202407,19,10,20,,0,Collision,,
11140,202407,20,10,13,14,0,Finished,1:24.6,50.0
11141,202408,1,1,1,1,25,Finished,1:21.5,0.0
11142,202408,2,1,2,5,10,Finished,1:22.9,23.9
11143,202408,4,2,4,10,1,Finished,1:23.5,28.1
11144,202408,3,2,3,6,8,Finished,1:23.0,24.1
11145,202408,5,3,10,4,12,Finished,1:22.2,21.4
11146,202408,6,3,8,3,15,Finished,1:22.6,19.5
11147,202408,7,4,6,9,2,Finished,1:23.4,27.6
11148,202408,8,4,5,8,4,Finished,1:22.9,25.5
11149,202408,9,5,18,15,0,Finished,1:23.6,49.2
11150,202408,23,5,13,13,0,Finished,1:22.9,41.7
11151,202408,11,6,12,12,0,Finished,1:22.3,38.6
11152,202408,12,6,16,16,0,Finished,1:22.8,54.1
11153,202408,13,7,7,18,0,Finished,1:23.0,57.9
11154,202408,14,7,11,2,18,Finished,1:23.0,15.5
11155,202408,15,8,15,7,6,Finished,1:23.2,25.0
11156,202408,16,8,14,17,0,Finished,1:23.2,54.5
11157,202408,17,9,19,19,0,Finished,1:23.4,65.2
11158,202408,18,9,20,11,0,Finished,1:22.3,33.0
11159,202408,19,10,17,14,0,Finished,1:23.0,46.9
11160,202408,20,10,9,20,0,Finished,1:23.0,68.7
11161,202409,1,1,1,2,18,Finished,1:21.3,14.9
11162,202409,2,1,2,4,12,Finished,1:21.6,28.6
11163,202409,4,2,4,1,25,Finished,1:21.4,0.0
11164,202409,3,2,3,3,15,Finished,1:21.6,20.3
11165,202409,5,3,6,6,8,Finished,1:23.0,30.4
11166,202409,6,3,12,,0,Suspension,,
11167,202409,7,4,7,16,0,Finished,1:23.1,56.4
11168,202409,8,4,5,7,6,Finished,1:22.4,36.7
11169,202409,9,5,17,11,0,Finished,1:22.3,44.4
11170,202409,23,5,8,5,10,Finished,1:21.9,28.7
11171,202409,11,6,14,14,0,Finished,1:22.4,49.9
11172,202409,12,6,10,15,0,Finished,1:22.4,53.3
11173,202409,13,7,9,8,4,Finished,,38.3
11174,202409,14,7,11,12,0,Finished,,44.6
11175,202409,15,8,18,9,2,Finished,1:21.9,39.8
11176,202409,16,8,19,13,0,Finished,1:22.6,46.0
11177,202409,17,9,20,18,0,Finished,1:23.6,59.3
11178,202409,18,9,16,17,0,Finished,1:23.3,58.6
11179,202409,19,10,15,10,1,Finished,1:23.5,40.6
11180,202409,20,10,13,19,0,Finished,1:24.2,67.6
11181,202410,1,1,1,2,18,Finished,,6.1
11182,202410,2,1,2,1,25,Finished,1:31.1,0.0
11183,202410,4,2,3,4,12,Finished,,34.5
11184,202410,3,2,4,6,8,Finished,1:32.9,47.6
11185,202410,5,3,8,16,0,Finished,1:34.0,71.1
11186,202410,6,3,6,8,4,Finished,1:33.3,51.7
11187,202410,7,4,7,11,0,Finished,1:33.9,59.6
11188,202410,8,4,5,7,6,Finished,1:32.3,50.4
11189,202410,9,5,12,18,0,Finished,1:33.8,73.6
11190,202410,23,5,11,13,0,Finished,1:33.9,61.1
11191,202410,11,6,17,5,10,Finished,1:32.5,45.3
11192,202410,12,6,9,14,0,Finished,1:32.9,68.5
11193,202410,13,7,10,15,0,Finished,1:32.7,68.6
11194,202410,14,7,14,3,15,Finished,1:31.7,29.3
11195,202410,15,8,18,,0,Suspension,,
11196,202410,16,8,16,12,0,Finished,1:32.8,60.2
11197,202410,17,9,20,19,0,Finished,1:34.2,80.5
11198,202410,18,9,19,9,2,Finished,1:33.6,53.0
11199,202410,19,10,13,10,1,Finished,,58.4
11200,202410,20,10,15,17,0,Finished,1:33.3,73.4
11201,202411,1,1,1,1,25,Finished,1:24.8,0.0
11202,202411,2,1,2,2,18,Finished,1:26.0,5.8
11203,202411,4,2,4,10,1,Finished,1:25.9,32.5
11204,202411,3,2,3,7,6,Finished,1:26.2,28.4
11205,202411,5,3,7,4,12,Finished,1:25.5,25.9
11206,202411,6,3,9,6,8,Finished,1:25.7,27.7
11207,202411,7,4,5,,0,Brakes,1:25.7,
11208,202411,8,4,6,15,0,Finished,1:26.1,42.7
11209,202411,9,5,14,17,0,Finished,1:26.7,50.8
11210,202411,23,5,12,12,0,Finished,1:26.3,41.2
11211,202411,11,6,10,16,0,Finished,1:26.3,44.7
11212,202411,12,6,17,14,0,Finished,1:26.0,42.4
11213,202411,13,7,8,13,0,Finished,1:26.1,41.8
11214,202411,14,7,11,3,15,Finished,1:25.8,20.1
11215,202411,15,8,16,8,4,Finished,1:26.5,30.1
11216,202411,16,8,15,9,2,Finished,1:25.6,32.1
11217,202411,17,9,18,18,0,Finished,1:27.1,51.6
11218,202411,18,9,20,11,0,Finished,1:26.1,40.0
11219,202411,19,10,13,19,0,Finished,1:26.8,59.2
11220,202411,20,10,19,5,10,Finished,1:26.4,27.2
11221,202412,1,1,1,3,15,Finished,1:28.1,23.1
11222,202412,2,1,2,2,18,Finished,1:27.4,11.1
11223,202412,4,2,4,1,25,Finished,1:26.2,0.0
11224,202412,3,2,3,4,12,Finished,1:27.5,23.5
11225,202412,5,3,6,13,0,Finished,1:27.5,44.4
11226,202412,6,3,7,18,0,Finished,1:28.5,73.6
11227,202412,7,4,9,12,0,Finished,1:27.5,44.3
11228,202412,8,4,5,6,8,Finished,1:27.9,34.9
11229,202412,9,5,11,17,0,Finished,1:29.1,57.9
11230,202412,23,5,19,8,4,Finished,1:28.3,38.9
11231,202412,11,6,14,9,2,Finished,1:28.1,39.4
11232,202412,12,6,17,5,10,Finished,1:28.1,33.2
11233,202412,13,7,8,10,1,Finished,1:28.3,42.2
11234,202412,14,7,18,11,0,Finished,1:27.5,44.0
11235,202412,15,8,15,,0,Suspension,,
11236,202412,16,8,20,19,0,Finished,1:29.2,85.7
11237,202412,17,9,16,7,6,Finished,1:27.6,38.7
11238,202412,18,9,10,16,0,Finished,1:28.0,50.1
11239,202412,19,10,13,15,0,Finished,1:28.5,49.4
11240,202412,20,10,12,14,0,Finished,1:27.9,49.1
11241,202413,1,1,1,1,25,Finished,,0.0
11242,202413,2,1,2,,0,Hydraulics,,
11243,202413,4,2,3,7,6,Finished,1:25.9,36.7
11244,202413,3,2,4,16,0,Finished,1:26.7,57.5
11245,202413,5,3,5,9,2,Finished,1:24.9,40.4
11246,202413,6,3,10,17,0,Finished,1:26.5,58.3
11247,202413,7,4,8,12,0,Finished,1:25.1,44.2
11248,202413,8,4,7,6,8,Finished,1:25.3,33.1
11249,202413,9,5,17,2,18,Finished,1:25.2,3.0
11250,202413,23,5,13,11,0,Finished,1:25.9,41.3
11251,202413,11,6,11,18,0,Finished,1:26.5,66.3
11252,202413,12,6,9,19,0,Finished,1:26.1,74.1
11253,202413,13,7,6,4,12,Finished,1:25.8,28.1
11254,202413,14,7,12,3,15,Finished,1:24.6,19.4
11255,202413,15,8,15,8,4,Finished,1:24.8,36.9
11256,202413,16,8,16,10,1,Finished,1:25.9,41.0
11257,202413,22,9,20,14,0,Finished,1:25.3,44.8
11258,202413,18,9,18,15,0,Finished,1:25.7,46.7
11259,202413,19,10,14,5,10,Finished,1:25.7,33.0
11260,202413,20,10,19,13,0,Finished,,44.5
11261,202414,1,1,1,2,18,Finished,1:31.3,14.3
11262,202414,2,1,2,1,25,Finished,1:30.9,0.0
11263,202414,4,2,3,15,0,Finished,1:30.9,55.2
11264,202414,3,2,4,6,8,Finished,1:31.2,34.1
11265,202414,5,3,7,5,10,Finished,1:31.1,33.7
11266,202414,6,3,10,10,1,Finished,1:31.8,45.2
11267,202414,7,4,6,7,6,Finished,1:30.9,35.0
11268,202414,8,4,11,,0,Brakes,,
11269,202414,9,5,8,9,2,Finished,1:31.3,41.4
11270,202414,23,5,13,18,0,Finished,1:31.5,74.1
11271,202414,11,6,12,8,4,Finished,1:31.4,41.1
11272,202414,12,6,18,16,0,Finished,1:31.9,57.8
11273,202414,13,7,9,4,12,Finished,1:30.6,24.8
11274,202414,14,7,16,3,15,Finished,1:30.3,22.8
11275,202414,15,8,20,13,0,Finished,1:31.0,48.3
11276,202414,16,8,19,17,0,Finished,1:32.2,73.2
11277,202414,22,9,17,14,0,Finished,1:31.1,51.4
11278,202414,18,9,14,19,0,Finished,1:32.8,77.6
11279,202414,19,10,5,12,0,Finished,1:31.4,47.7
11280,202414,20,10,15,11,0,Finished,1:30.8,46.7
11281,202415,1,1,1,1,25,Finished,1:28.2,0.0
11282,202415,2,1,2,8,4,Finished,1:29.3,67.7
11283,202415,4,2,4,7,6,Finished,1:30.4,60.7
11284,202415,3,2,3,6,8,Finished,1:28.8,49.8
11285,202415,5,3,8,3,15,Finished,1:28.9,38.7
11286,202415,6,3,5,2,18,Finished,1:29.2,17.8
11287,202415,7,4,9,,0,Electrical,,
11288,202415,8,4,7,4,12,Finished,1:29.7,44.7
11289,202415,9,5,10,12,0,Finished,1:30.4,79.0
11290,202415,23,5,15,9,2,Finished,,77.3
11291,202415,11,6,17,14,0,Finished,1:31.2,90.7
11292,202415,12,6,13,5,10,Finished,1:29.2,49.2
11293,202415,13,7,6,15,0,Finished,1:30.7,96.5
11294,202415,14,7,12,17,0,Finished,1:31.7,106.9
11295,202415,15,8,19,,0,Hydraulics,,
11296,202415,16,8,14,13,0,Finished,1:29.7,81.1
11297,202415,22,9,16,10,1,Finished,1:30.0,77.6
11298,202415,18,9,20,11,0,Finished,,77.9
11299,202415,19,10,11,16,0,Finished,1:31.5,105.8
11300,202415,20,10,18,18,0,Finished,1:31.4,107.1
11301,202416,1,1,1,1,25,Finished,1:30.0,0.0
11302,202416,2,1,2,2,18,Finished,1:30.4,2.4
11303,202416,4,2,4,3,15,Finished,1:31.4,13.7
11304,202416,3,2,5,,0,Electrical,,
11305,202416,5,3,3,7,6,Finished,1:31.3,26.7
11306,202416,6,3,8,6,8,Finished,1:31.6,24.7
11307,202416,7,4,10,,0,Gearbox,,
11308,202416,8,4,7,8,4,Finished,1:31.0,40.4
11309,202416,9,5,9,12,0,Finished,1:31.4,52.8
11310,202416,23,5,20,16,0,Finished,1:31.9,61.5
11311,202416,11,6,11,17,0,Finished,1:32.4,62.3
11312,202416,12,6,15,5,10,Finished,1:31.9,21.3
11313,202416,13,7,6,10,1,Finished,1:32.5,44.8
11314,202416,14,7,12,11,0,Finished,1:31.2,51.9
11315,202416,15,8,13,4,12,Finished,1:31.1,18.7
11316,202416,16,8,18,15,0,Finished,1:32.3,59.3
11317,202416,22,9,16,9,2,Finished,1:31.2,41.8
11318,202416,18,9,19,13,0,Finished,1:31.9,53.2
11319,202416,19,10,14,18,0,Finished,1:33.8,95.9
11320,202416,20,10,17,14,0,Finished,1:32.8,55.7
11321,202417,1,1,1,10,1,Finished,1:27.2,19.3
11322,202417,2,1,2,3,15,Finished,1:25.9,7.6
11323,202417,4,2,3,7,6,Finished,1:26.9,11.6
11324,202417,3,2,5,4,12,Finished,1:27.2,7.6
11325,202417,5,3,10,17,0,Finished,1:27.0,38.9
11326,202417,6,3,4,8,4,Finished,1:27.0,13.7
11327,202417,7,4,7,14,0,Finished,1:26.1,22.8
11328,202417,8,4,8,6,8,Finished,1:26.0,10.8
11329,202417,9,5,12,1,25,Finished,1:27.0,0.0
11330,202417,23,5,18,2,18,Finished,1:26.5,1.3
11331,202417,11,6,13,13,0,Finished,,22.0
11332,202417,12,6,14,12,0,Finished,1:26.3,20.6
11333,202417,13,7,9,9,2,Finished,1:26.0,17.2
11334,202417,14,7,6,11,0,Finished,1:27.1,19.9
11335,202417,15,8,16,5,10,Finished,,10.5
11336,202417,16,8,17,19,0,Finished,1:28.0,52.7
11337,202417,22,9,20,15,0,Finished,1:26.9,29.9
11338,202417,18,9,19,16,0,Finished,1:26.5,33.8
11339,202417,19,10,11,,0,Suspension,,
11340,202417,20,10,15,18,0,Finished,1:27.6,40.0
11341,202418,1,1,1,,0,Brakes,,
11342,202418,2,1,2,1,25,Finished,1:22.7,0.0
11343,202418,4,2,4,,0,Hydraulics,1:23.7,
11344,202418,3,2,3,2,18,Finished,1:22.6,18.4
11345,202418,5,3,6,10,1,Finished,1:23.9,42.2
11346,202418,6,3,8,5,10,Finished,1:23.4,37.5
11347,202418,7,4,10,14,0,Finished,1:23.4,52.3
11348,202418,8,4,12,3,15,Finished,1:23.2,29.1
11349,202418,9,5,7,16,0,Finished,1:23.5,55.2
11350,202418,23,5,5,12,0,Finished,1:23.8,49.1
11351,202418,11,6,15,4,12,Finished,1:22.8,37.1
11352,202418,12,6,14,15,0,Finished,1:23.3,52.7
11353,202418,13,7,9,8,4,Finished,1:22.8,41.1
11354,202418,14,7,11,6,8,Finished,1:22.3,38.8
11355,202418,15,8,16,9,2,Finished,1:23.7,41.4
11356,202418,16,8,13,11,0,Finished,1:22.8,46.9
11357,202418,22,9,20,18,0,Finished,1:23.2,71.6
11358,202418,18,9,17,13,0,Finished,1:23.0,50.3
11359,202418,19,10,18,7,6,Finished,1:22.4,39.5
11360,202418,20,10,19,17,0,Finished,1:24.4,61.0
11361,202419,1,1,1,,0,Engine,,
11362,202419,2,1,2,5,10,Finished,1:33.1,22.6
11363,202419,4,2,4,7,6,Finished,1:32.4,23.9
11364,202419,3,2,3,1,25,Finished,1:32.0,0.0
11365,202419,5,3,7,8,4,Finished,1:32.6,25.6
11366,202419,6,3,5,10,1,Finished,1:32.7,27.6
11367,202419,7,4,6,2,18,Finished,1:32.1,5.5
11368,202419,8,4,12,4,12,Finished,1:32.9,15.5
11369,202419,9,5,16,17,0,Finished,1:33.1,52.9
11370,202419,23,5,14,19,0,Finished,,76.0
11371,202419,11,6,13,11,0,Finished,1:33.2,30.1
11372,202419,12,6,15,6,8,Finished,1:32.8,22.9
11373,202419,13,7,9,15,0,Finished,1:32.9,37.0
11374,202419,14,7,8,13,0,Finished,1:33.6,34.2
11375,202419,15,8,11,16,0,Finished,1:33.7,45.8
11376,202419,16,8,19,3,15,Finished,1:32.8,8.6
11377,202419,22,9,17,9,2,Finished,,27.0
11378,202419,18,9,20,14,0,Finished,1:33.7,35.9
11379,202419,19,10,18,18,0,Finished,1:34.5,58.0
11380,202419,20,10,10,12,0,Finished,1:33.4,30.7
11381,202420,1,1,1,1,25,Finished,1:31.3,0.0
11382,202420,2,1,2,2,18,Finished,1:32.1,22.8
11383,202420,4,2,3,5,10,Finished,1:31.2,39.4
11384,202420,3,2,4,4,12,Finished,1:31.4,36.5
11385,202420,5,3,6,12,0,Finished,1:32.5,57.9
11386,202420,6,3,8,11,0,Finished,1:33.2,56.0
11387,202420,7,4,5,3,15,Finished,1:32.1,29.9
11388,202420,8,4,7,7,6,Finished,,41.4
11389,202420,9,5,16,19,0,Finished,1:33.7,77.6
11390,202420,23,5,9,16,0,Finished,,66.3
11391,202420,11,6,13,18,0,Finished,1:32.6,71.8
11392,202420,12,6,12,17,0,Finished,1:32.6,66.8
11393,202420,13,7,10,8,4,Finished,,47.7
11394,202420,14,7,11,,0,Brakes,,
11395,202420,15,8,15,10,1,Finished,1:32.7,54.9
11396,202420,16,8,14,9,2,Finished,1:32.5,51.9
11397,202420,22,9,20,14,0,Finished,1:33.0,61.6
11398,202420,18,9,17,13,0,Finished,1:32.0,61.0
11399,202420,19,10,19,15,0,Finished,1:32.5,65.0
11400,202420,20,10,18,6,8,Finished,1:31.4,41.0
11401,202421,1,1,1,2,18,Finished,1:26.6,4.4
11402,202421,2,1,2,3,15,Finished,1:26.0,4.5
11403,202421,4,2,4,1,25,Finished,1:26.4,0.0
11404,202421,3,2,3,,0,Electrical,,
11405,202421,5,3,6,6,8,Finished,,28.5
11406,202421,6,3,11,14,0,Finished,1:28.2,46.5
11407,202421,7,4,8,16,0,Finished,1:28.7,61.0
11408,202421,8,4,5,9,2,Finished,1:27.8,36.5
11409,202421,9,5,13,7,6,Finished,1:26.4,30.6
11410,202421,23,5,12,5,10,Finished,1:26.9,27.9
11411,202421,11,6,15,15,0,Finished,1:28.1,57.2
11412,202421,12,6,9,4,12,Finished,1:26.4,27.0
11413,202421,13,7,7,10,1,Finished,1:26.9,39.1
11414,202421,14,7,10,,0,Collision,1:27.0,
11415,202421,15,8,19,,0,Electrical,1:26.5,
11416,202421,16,8,20,12,0,Finished,1:27.2,44.7
11417,202421,22,9,18,,0,Collision,1:27.8,
11418,202421,18,9,17,13,0,Finished,1:28.1,45.3
11419,202421,19,10,16,8,4,Finished,1:28.0,36.1
11420,202421,20,10,14,11,0,Finished,1:27.6,44.2
11421,202422,1,1,1,1,25,Finished,1:32.5,0.0
11422,202422,2,1,2,12,0,Finished,1:33.7,36.3
11423,202422,4,2,4,10,1,Finished,1:32.8,28.8
11424,202422,3,2,3,6,8,Finished,1:33.8,18.3
11425,202422,5,3,7,11,0,Finished,1:33.7,29.5
11426,202422,6,3,5,15,0,Finished,1:34.9,54.2
11427,202422,7,4,8,,0,Gearbox,,
11428,202422,8,4,6,2,18,Finished,1:33.7,1.9
11429,202422,9,5,19,18,0,Finished,1:34.4,73.6
11430,202422,23,5,13,16,0,Finished,1:34.0,64.3
11431,202422,11,6,10,13,0,Finished,1:33.8,46.7
11432,202422,12,6,17,9,2,Finished,1:32.7,23.6
11433,202422,13,7,14,3,15,Finished,1:33.7,5.2
11434,202422,14,7,9,14,0,Finished,1:33.7,46.8
11435,202422,15,8,16,4,12,Finished,1:33.6,12.9
11436,202422,16,8,12,8,4,Finished,1:34.0,22.2
11437,202422,22,9,15,17,0,Finished,1:34.6,66.0
11438,202422,18,9,20,5,10,Finished,1:32.8,16.6
11439,202422,19,10,11,7,6,Finished,,21.0
11440,202422,20,10,18,19,0,Finished,1:34.2,76.2
12001,202501,1,1,1,7,6,Finished,1:31.2,45.4
12002,202501,2,1,2,1,25,Finished,1:31.1,0.0
12003,202501,4,2,11,13,0,Finished,1:32.1,66.6
12004,202501,3,2,3,4,12,Finished,1:31.2,36.7
12005,202501,5,3,10,2,18,Finished,1:32.0,26.2
12006,202501,24,3,9,10,1,Finished,1:31.7,55.8
12007,202501,7,4,8,12,0,Finished,1:32.2,65.9
12008,202501,8,4,4,,0,Hydraulics,1:32.4,
12009,202501,9,5,15,15,0,Finished,1:32.8,68.0
12010,202501,23,5,12,14,0,Finished,1:32.8,67.7
12011,202501,11,6,13,9,2,Finished,1:32.5,55.5
12012,202501,12,6,19,6,8,Finished,1:32.8,44.2
12013,202501,13,7,5,11,0,Finished,1:32.6,64.3
12014,202501,14,7,6,5,10,Finished,1:31.3,41.1
12015,202501,15,8,20,17,0,Finished,1:32.8,104.9
12016,202501,16,8,17,,0,Hydraulics,1:31.3,
12017,202501,22,9,16,8,4,Finished,1:32.4,45.8
12018,202501,18,9,18,,0,Brakes,,
12019,202501,19,10,7,16,0,Finished,1:33.2,76.0
12020,202501,20,10,14,3,15,Finished,1:30.9,30.3
12021,202502,1,1,1,1,25,Finished,1:29.8,0.0
12022,202502,2,1,2,2,18,Finished,1:29.2,3.0
12023,202502,4,2,16,16,0,Finished,1:30.8,46.4
12024,202502,3,2,3,3,15,Finished,1:29.6,19.1
12025,202502,5,3,5,4,12,Finished,1:29.9,25.7
12026,202502,24,3,10,9,2,Finished,1:30.4,30.4
12027,202502,7,4,4,5,10,Finished,1:30.9,28.5
12028,202502,8,4,9,10,1,Finished,1:31.0,31.6
12029,202502,9,5,15,8,4,Finished,1:29.6,29.3
12030,202502,23,5,6,14,0,Finished,1:29.9,45.7
12031,202502,11,6,14,18,0,Finished,1:30.4,58.6
12032,202502,12,6,13,6,8,Finished,1:29.9,28.7
12033,202502,13,7,8,,0,Electrical,,
12034,202502,14,7,11,11,0,Finished,1:30.6,36.5
12035,202502,15,8,12,13,0,Finished,1:30.4,40.4
12036,202502,16,8,19,,0,Collision,,
12037,202502,22,9,18,7,6,Finished,1:30.9,29.2
12038,202502,18,9,20,12,0,Finished,1:30.1,36.6
12039,202502,19,10,7,17,0,Finished,1:30.7,53.3
12040,202502,20,10,17,15,0,Finished,1:30.9,45.9
12041,202503,1,1,1,2,18,Finished,1:31.4,3.9
12042,202503,2,1,2,1,25,Finished,1:31.1,0.0
12043,202503,4,2,7,16,0,Finished,1:32.5,57.8
12044,202503,3,2,3,5,10,Finished,1:31.4,29.8
12045,202503,5,3,4,13,0,Finished,1:32.2,47.4
12046,202503,24,3,6,12,0,Finished,1:31.8,47.4
12047,202503,7,4,5,11,0,Finished,1:31.6,44.7
12048,202503,8,4,9,,0,Electrical,,
12049,202503,9,5,8,15,0,Finished,1:31.4,55.0
12050,202503,23,5,14,6,8,Finished,1:31.3,31.9
12051,202503,11,6,12,9,2,Finished,1:31.6,39.5
12052,202503,12,6,16,,0,Engine,1:31.3,
12053,202503,13,7,11,18,0,Finished,1:31.8,68.7
12054,202503,14,7,10,10,1,Finished,1:32.3,42.0
12055,202503,15,8,18,3,15,Finished,1:31.6,18.8
12056,202503,16,8,19,4,12,Finished,1:30.4,22.5
12057,202503,22,9,17,7,6,Finished,1:30.8,31.9
12058,202503,18,9,20,14,0,Finished,1:31.8,52.2
12059,202503,19,10,13,17,0,Finished,1:32.8,60.5
12060,202503,20,10,15,8,4,Finished,1:31.1,32.3
12061,202504,1,1,1,3,15,Finished,1:31.3,15.6
12062,202504,2,1,2,,0,Engine,,
12063,202504,4,2,11,12,0,Finished,1:32.4,47.2
12064,202504,3,2,3,2,18,Finished,1:31.2,6.3
12065,202504,5,3,8,17,0,Finished,1:33.6,63.3
12066,202504,24,3,4,6,8,Finished,1:32.3,33.4
12067,202504,7,4,6,9,2,Finished,1:32.4,38.9
12068,202504,8,4,12,19,0,Finished,1:32.3,70.8
12069,202504,9,5,14,4,12,Finished,1:32.7,27.6
12070,202504,23,5,16,8,4,Finished,1:32.9,37.3
12071,202504,11,6,18,13,0,Finished,1:33.2,49.4
12072,202504,12,6,15,16,0,Finished,,60.9
12073,202504,13,7,9,10,1,Finished,1:32.7,39.6
