videoId,raceId,focusDriverId,category,title,publishDatetime,durationSeconds,views,likes,comments,avgViewPct
5239,202508,,race-recap,Vallee Verte Grand Prix 2025 race highlights and analysis,2025-06-09T09:40:45,1080,280021,12772,1089,54.3
5240,202508,12,driver-focus,Wei Tan: the story so far,2025-06-10T06:11:22,855,114058,5636,374,42.9
5241,202508,4,driver-focus,Elodie Marchand: the story so far,2025-06-12T03:13:26,735,79183,3527,217,55.6
5242,202509,,race-recap,Aurora Grand Prix 2025 race highlights and analysis,2025-06-22T06:52:26,825,194577,8609,534,55.7
5243,202509,12,driver-focus,Wei Tan: the story so far,2025-06-23T02:33:08,1440,120892,5431,253,50.8
5244,202509,4,driver-focus,Elodie Marchand: the story so far,2025-06-23T21:43:34,495,129886,6076,331,55.6
5245,202509,,tech-analysis,How the cars evolved for Aurora Grand Prix 2025,2025-06-24T07:38:21,975,71005,3062,196,46.2
5246,202510,,race-recap,Al Dhafra Grand Prix 2025 race highlights and analysis,2025-07-04T23:46:16,1155,164338,8191,607,44.8
5247,202510,4,driver-focus,Elodie Marchand: the story so far,2025-07-07T18:37:41,1290,117863,5451,330,46.1
5248,202510,4,driver-focus,Elodie Marchand: the story so far,2025-07-08T05:03:16,1425,90922,3343,365,60.4
5249,202510,,tech-analysis,How the cars evolved for Al Dhafra Grand Prix 2025,2025-07-08T17:40:18,765,60497,3191,116,40.9
5250,202511,,qualifying-report,Tafelberg Grand Prix 2025 qualifying report,2025-07-17T09:03:30,1065,95979,4053,450,44.1
5251,202511,,race-recap,Tafelberg Grand Prix 2025 race highlights and analysis,2025-07-18T02:58:28,1470,151974,4773,270,42.6
5252,202511,3,driver-focus,Luca Imai: the story so far,2025-07-20T03:22:00,1080,164764,7036,612,60.4
5253,202511,2,driver-focus,Mateo Vidal: the story so far,2025-07-20T11:28:02,870,122423,4992,352,43.2
5254,202512,,qualifying-report,Serra Dourada Grand Prix 2025 qualifying report,2025-07-30T07:38:58,720,94364,3768,158,35.5
5255,202512,8,driver-focus,Rhys Duffy: the story so far,2025-08-01T18:46:38,930,78443,2863,175,40.5
5256,202512,,race-recap,Serra Dourada Grand Prix 2025 race highlights and analysis,2025-08-01T19:23:48,1230,214612,8336,332,40.9
5257,202512,3,driver-focus,Luca Imai: the story so far,2025-08-03T02:16:00,855,238302,10914,455,51.5
5258,202513,,qualifying-report,Baltica Grand Prix 2025 qualifying report,2025-08-11T22:14:48,705,89580,4135,394,51.8
5259,202513,,race-recap,Baltica Grand Prix 2025 race highlights and analysis,2025-08-13T06:23:03,540,208608,10410,511,41.2
5260,202513,8,driver-focus,Rhys Duffy: the story so far,2025-08-14T15:30:43,525,153664,5720,585,51.2
5261,202513,4,driver-focus,Elodie Marchand: the story so far,2025-08-15T04:45:53,1185,89180,3584,238,42.5
5262,202514,,qualifying-report,Marina Bay East Grand Prix 2025 qualifying report,2025-08-25T07:57:48,870,77734,3230,212,38.3
5263,202514,,race-recap,Marina Bay East Grand Prix 2025 race highlights and analysis,2025-08-26T06:50:59,1455,201208,6081,722,46.3
5264,202514,4,driver-focus,Elodie Marchand: the story so far,2025-08-28T20:06:55,615,139168,5606,511,55.7
5265,202514,4,driver-focus,Elodie Marchand: the story so far,2025-08-29T10:44:52,555,104081,4168,364,40.5
5266,202515,,qualifying-report,Highlands Grand Prix 2025 qualifying report,2025-09-07T04:19:02,1350,108706,4630,471,45.5
5267,202515,4,driver-focus,Elodie Marchand: the story so far,2025-09-08T13:50:22,540,99461,3801,364,45.7
5268,202515,3,driver-focus,Luca Imai: the story so far,2025-09-08T21:48:46,1425,190141,10470,680,63.9
5269,202515,,race-recap,Highlands Grand Prix 2025 race highlights and analysis,2025-09-09T01:04:50,1440,331812,12146,956,54.4
5270,202515,8,driver-focus,Rhys Duffy: the story so far,2025-09-09T01:31:48,1305,128332,6280,357,46.2
5271,202515,,tech-analysis,How the cars evolved for Highlands Grand Prix 2025,2025-09-11T10:50:16,1155,85756,3469,180,37.4
5272,202516,,qualifying-report,Sierra Nevada Grand Prix 2025 qualifying report,2025-09-20T10:06:22,600,127079,4959,287,53.3
5273,202516,,race-recap,Sierra Nevada Grand Prix 2025 race highlights and analysis,2025-09-22T04:59:02,1080,174752,8678,639,50.4
5274,202516,4,driver-focus,Elodie Marchand: the story so far,2025-09-22T08:32:52,930,195600,6570,722,48.3
5275,202516,3,driver-focus,Luca Imai: the story so far,2025-09-23T12:30:54,720,122321,4939,353,56.9
5276,202517,,qualifying-report,Danube Grand Prix 2025 qualifying report,2025-10-03T05:37:40,1305,90746,3636,178,49.2
5277,202517,,race-recap,Danube Grand Prix 2025 race highlights and analysis,2025-10-03T22:40:09,1260,220274,8701,619,51.4
5278,202517,8,driver-focus,Rhys Duffy: the story so far,2025-10-06T16:39:51,855,121542,5272,322,39.2
5279,202517,,tech-analysis,How the cars evolved for Danube Grand Prix 2025,2025-10-08T08:41:26,480,58028,2294,158,38.3
5280,202518,,race-recap,Fjordland Grand Prix 2025 race highlights and analysis,2025-10-17T01:44:14,480,182415,6874,476,39.7
5281,202518,3,driver-focus,Luca Imai: the story so far,2025-10-17T14:06:39,1185,150627,5196,488,52.4
5282,202518,3,driver-focus,Luca Imai: the story so far,2025-10-18T10:56:25,1335,277574,9583,590,52.8
5283,202518,,tech-analysis,How the cars evolved for Fjordland Grand Prix 2025,2025-10-18T20:28:19,1230,107128,3328,319,50.2
5284,202518,3,driver-focus,Luca Imai: the story so far,2025-10-19T20:11:57,960,172433,7308,656,52.6
5285,202519,,qualifying-report,Atlas Grand Prix 2025 qualifying report,2025-10-28T21:30:45,1035,99478,3569,301,45.6
5286,202519,,race-recap,Atlas Grand Prix 2025 race highlights and analysis,2025-10-31T03:58:27,1440,320482,13799,906,47.7
5287,202519,1,driver-focus,Kasper Renn: the story so far,2025-10-31T06:22:59,1140,95980,4725,348,47.0
5288,202519,4,driver-focus,Elodie Marchand: the story so far,2025-11-01T08:00:37,750,133917,5639,720,48.7
5289,202519,8,driver-focus,Rhys Duffy: the story so far,2025-11-01T20:53:13,1485,146030,5193,517,45.4
5290,202520,,race-recap,Emerald Grand Prix 2025 race highlights and analysis,2025-11-12T14:46:18,1185,191889,7702,736,50.9
5291,202520,1,driver-focus,Kasper Renn: the story so far,2025-11-13T13:40:07,885,76005,3278,419,44.2
5292,202520,,tech-analysis,How the cars evolved for Emerald Grand Prix 2025,2025-11-13T19:56:37,555,98438,4789,345,52.5
5293,202520,4,driver-focus,Elodie Marchand: the story so far,2025-11-14T13:23:28,840,165622,6015,375,47.3
5294,202520,1,driver-focus,Kasper Renn: the story so far,2025-11-14T21:14:18,810,60306,2455,181,43.2
5295,202521,,qualifying-report,Golden Gate Grand Prix 2025 qualifying report,2025-11-24T05:55:42,1095,139076,5563,507,51.6
5296,202521,,race-recap,Golden Gate Grand Prix 2025 race highlights and analysis,2025-11-25T14:51:12,585,248672,9792,808,51.1
5297,202521,,tech-analysis,How the cars evolved for Golden Gate Grand Prix 2025,2025-11-27T04:53:46,1290,95944,3746,200,47.9
5298,202521,12,driver-focus,Wei Tan: the story so far,2025-11-27T10:25:21,1350,175421,6609,449,38.9
5299,202521,3,driver-focus,Luca Imai: the story so far,2025-11-27T15:06:17,1335,201832,4989,434,42.3
5300,202521,12,driver-focus,Wei Tan: the story so far,2025-11-27T16:43:10,1065,136909,5951,291,44.8
5301,202522,4,driver-focus,Elodie Marchand: the story so far,2025-12-08T20:57:04,735,,,,55.9
5302,202522,12,driver-focus,Wei Tan: the story so far,2025-12-09T01:03:07,840,,,,52.4
5303,202522,,race-recap,Apex City Grand Prix 2025 race highlights and analysis,2025-12-09T16:06:07,1005,,,,42.5
5304,202522,1,driver-focus,Kasper Renn: the story so far,2025-12-10T12:47:18,660,,,,32.2
5305,202522,,tech-analysis,How the cars evolved for Apex City Grand Prix 2025,2025-12-11T02:30:05,1230,,,,47.0
