raceId,driverId,qPosition,qBestTime
202510,15,14,1:22.533
202510,16,19,1:22.735
202510,22,17,1:22.680
202510,18,13,1:22.522
202510,19,12,1:22.505
202510,20,18,1:22.721
202511,1,3,1:29.334
202511,2,4,1:29.434
202511,4,2,1:29.325
202511,3,1,1:28.883
202511,5,5,1:29.615
202511,24,7,1:29.724
202511,7,10,1:29.842
202511,8,8,1:29.772
202511,9,12,1:29.888
202511,23,13,1:29.902
202511,11,17,1:30.085
202511,12,15,1:30.022
202511,13,6,1:29.702
202511,14,9,1:29.806
202511,15,20,1:30.266
202511,16,19,1:30.142
202511,22,16,1:30.064
202511,18,18,1:30.112
202511,19,11,1:29.873
202511,20,14,1:30.019
202512,1,2,1:26.280
202512,2,3,1:26.514
202512,4,4,1:26.526
202512,3,1,1:26.215
202512,5,17,1:27.174
202512,24,7,1:26.825
202512,7,9,1:26.874
202512,8,8,1:26.837
202512,9,12,1:27.063
202512,23,10,1:27.010
202512,11,13,1:27.104
202512,12,19,1:27.277
202512,13,5,1:26.635
202512,14,6,1:26.684
202512,15,15,1:27.119
202512,16,18,1:27.194
202512,22,20,1:27.285
202512,18,14,1:27.115
202512,19,11,1:27.030
202512,20,16,1:27.133
202513,1,3,1:22.422
202513,2,2,1:22.391
202513,4,5,1:22.684
202513,3,1,1:22.202
202513,5,4,1:22.675
202513,24,7,1:23.002
202513,7,9,1:23.083
202513,8,6,1:22.842
202513,9,14,1:23.153
202513,23,12,1:23.121
202513,11,15,1:23.202
202513,12,19,1:23.291
202513,13,8,1:23.008
202513,14,10,1:23.096
202513,15,18,1:23.276
202513,16,20,1:23.367
202513,22,16,1:23.228
202513,18,13,1:23.144
202513,19,11,1:23.118
202513,20,17,1:23.242
202514,1,2,1:30.202
202514,2,5,1:30.464
202514,4,3,1:30.292
202514,3,1,1:30.072
202514,5,11,1:30.769
202514,24,8,1:30.691
202514,7,4,1:30.402
202514,8,6,1:30.637
202514,9,20,1:31.159
202514,23,18,1:31.120
202514,11,12,1:30.834
202514,12,13,1:30.914
202514,13,10,1:30.709
202514,14,9,1:30.706
202514,15,16,1:30.981
202514,16,14,1:30.977
202514,22,15,1:30.978
202514,18,17,1:31.002
202514,19,19,1:31.128
202514,20,7,1:30.684
202515,1,3,1:30.614
202515,2,4,1:30.761
202515,4,2,1:30.398
202515,3,1,1:30.160
202515,5,9,1:31.147
202515,24,7,1:31.124
202515,7,8,1:31.128
202515,8,5,1:31.068
202515,9,15,1:31.394
202515,23,19,1:31.570
202515,11,11,1:31.327
202515,12,13,1:31.365
202515,13,16,1:31.430
202515,14,6,1:31.104
202515,15,10,1:31.214
202515,16,12,1:31.329
202515,22,18,1:31.523
202515,18,20,1:31.736
202515,19,17,1:31.439
202515,20,14,1:31.373
202516,1,3,1:22.775
202516,2,4,1:23.000
202516,4,2,1:22.693
202516,3,1,1:22.428
202516,5,5,1:23.037
202516,24,9,1:23.291
202516,7,8,1:23.227
202516,8,10,1:23.376
202516,9,12,1:23.406
202516,23,13,1:23.452
202516,11,16,1:23.515
202516,12,17,1:23.540
202516,13,6,1:23.163
202516,14,7,1:23.207
202516,15,20,1:23.669
202516,16,11,1:23.399
202516,22,18,1:23.561
202516,18,19,1:23.652
202516,19,15,1:23.485
202516,20,14,1:23.480
202517,1,2,1:19.872
202517,2,4,1:19.985
202517,4,3,1:19.969
202517,3,1,1:19.547
202517,5,11,1:20.472
202517,24,12,1:20.484
202517,7,6,1:20.329
202517,8,5,1:20.295
202517,9,10,1:20.469
202517,23,20,1:20.902
202517,11,16,1:20.722
202517,12,17,1:20.776
202517,13,13,1:20.611
202517,14,7,1:20.362
202517,15,14,1:20.649
202517,16,9,1:20.448
202517,22,19,1:20.898
202517,18,18,1:20.830
202517,19,15,1:20.716
202517,20,8,1:20.447
202518,1,2,1:26.574
202518,2,4,1:27.175
202518,4,3,1:26.898
202518,3,1,1:26.557
202518,5,10,1:27.434
202518,24,7,1:27.257
202518,7,6,1:27.253
202518,8,5,1:27.180
202518,9,13,1:27.569
202518,23,17,1:27.623
202518,11,9,1:27.290
202518,12,18,1:27.632
202518,13,8,1:27.283
202518,14,11,1:27.455
202518,15,20,1:27.739
202518,16,12,1:27.495
202518,22,15,1:27.603
202518,18,16,1:27.606
202518,19,19,1:27.707
202518,20,14,1:27.570
202519,1,1,1:23.459
202519,2,6,1:23.714
202519,4,3,1:23.578
202519,3,2,1:23.473
202519,5,5,1:23.699
202519,24,7,1:23.780
202519,7,10,1:23.954
202519,8,4,1:23.674
202519,9,13,1:24.069
202519,23,18,1:24.238
202519,11,16,1:24.087
202519,12,12,1:24.066
202519,13,8,1:23.895
202519,14,9,1:23.949
202519,15,19,1:24.390
202519,16,11,1:24.059
202519,22,15,1:24.084
202519,18,20,1:24.431
202519,19,14,1:24.073
202519,20,17,1:24.155
202520,1,2,1:27.143
202520,2,4,1:27.523
202520,4,3,1:27.338
202520,3,1,1:27.014
202520,5,5,1:27.733
202520,24,10,1:27.930
202520,7,8,1:27.812
202520,8,12,1:28.052
202520,9,6,1:27.779
202520,23,11,1:28.038
202520,11,17,1:28.336
202520,12,15,1:28.269
202520,13,7,1:27.780
202520,14,9,1:27.860
202520,15,20,1:28.430
202520,16,16,1:28.300
202520,22,19,1:28.422
202520,18,13,1:28.142
202520,19,18,1:28.390
202520,20,14,1:28.206
202521,1,2,1:24.649
202521,2,3,1:24.800
202521,4,5,1:25.076
202521,3,1,1:24.591
202521,5,4,1:25.010
202521,24,9,1:25.326
202521,7,10,1:25.361
202521,8,7,1:25.187
202521,9,11,1:25.407
202521,23,15,1:25.453
202521,11,16,1:25.588
202521,12,18,1:25.676
202521,13,8,1:25.324
202521,14,6,1:25.184
202521,15,14,1:25.446
202521,16,17,1:25.623
202521,22,19,1:25.718
202521,18,20,1:25.745
202521,19,13,1:25.432
202521,20,12,1:25.410
202522,1,1,1:26.390
202522,2,4,1:26.820
202522,4,3,1:26.659
202522,3,2,1:26.464
202522,5,10,1:27.184
202522,24,8,1:27.136
202522,7,7,1:27.101
202522,8,6,1:27.058
202522,9,9,1:27.142
202522,23,11,1:27.223
202522,11,15,1:27.326
202522,12,16,1:27.363
202522,13,12,1:27.235
202522,14,5,1:27.006
202522,15,13,1:27.273
202522,16,19,1:27.437
202522,22,18,1:27.377
202522,18,20,1:27.487
202522,19,17,1:27.368
202522,20,14,1:27.299
